ts_ms,fast_vwap,slow_vwap,vwap_color
1658764800000,22500.4277,22036.4629,green
1658779200000,22361.793,22020.1133,green
1658793600000,22234.8457,21997.2793,green
1658808000000,22191.0938,21989.0098,green
1658822400000,22151.2988,21981.4219,green
1658836800000,22043.8516,21959.6367,green
1658851200000,21988.9082,21947.9766,green
1658865600000,21933.2969,21935.9258,red
1658880000000,21902.4727,21929.0938,red
1658894400000,21868.8262,21921.4531,red
1658908800000,21837.9199,21914.293,red
1658923200000,21806.791,21906.4727,red
1658937600000,21986.3008,21945.8203,green
1658952000000,22050.5586,21963.2949,green
1658966400000,22132.7305,21986.4648,green
1658980800000,22171.0215,21997.7598,green
1658995200000,22211.1074,22009.7285,green
1659009600000,22461.752,22090.832,green
1659024000000,22571.9727,22129.6641,green
1659038400000,22669.5625,22165.5078,green
1659052800000,22710.2012,22181.0234,green
1659067200000,22828.3633,22225.2305,green
1659081600000,22895.6348,22254.4844,green
1659096000000,23018.6348,22310.8984,green
1659110400000,23091.7031,22348.7949,green
1659124800000,23130.9961,22369.9531,green
1659139200000,23161.3145,22387.2949,green
1659153600000,23180.3027,22398.127,green
1659168000000,23205.5117,22411.2148,green
1659182400000,23348.1738,22473.4512,green
1659196800000,23401.7637,22502.9766,green
1659211200000,23427.7168,22527.5137,green
1659225600000,23436.5273,22536.7715,green
1659240000000,23441.8828,22541.8965,green
1659254400000,23454.5645,22553.9277,green
1659268800000,23463.498,22562.2305,green
1659283200000,23511.7422,22605.7324,green
1659297600000,23508.8262,22621.2051,green
1659312000000,23504.4902,22626.252,green
1659326400000,23495.8027,22632.0098,green
1659340800000,23476.0234,22639.7305,green
1659355200000,23454.6973,22653.9414,green
1659369600000,23425.3828,22660.7051,green
1659384000000,23411.4453,22667.7852,green
1659398400000,23380.5371,22674.2793,green
1659412800000,23348.834,22676.4434,green
1659427200000,23321.9629,22678.0586,green
1659441600000,23277.0547,22684.5254,green
1659456000000,23257.2559,22694.1191,green
1659470400000,23248.5977,22696.5078,green
1659484800000,23228.7598,22698.4219,green
1659499200000,23217.0625,22700.6562,green
1659513600000,23222.0566,22709.8379,green
1659528000000,23242.5527,22728.0039,green
1659542400000,23252.9727,22736.7793,green
1659556800000,23229.3457,22742.334,green
1659571200000,23218.1484,22745.9219,green
1659585600000,23206.1406,22748.4336,green
1659600000000,23184.8242,22749.9941,green
1659614400000,23156.7305,22754.0488,green
1659628800000,23082.6699,22749.1328,green
1659643200000,23066.3789,22747.832,green
1659657600000,23059.7812,22751.9766,green
1659672000000,23070.4414,22758.8809,green
1659686400000,23084.8691,22766.2676,green
1659700800000,23088.1699,22779.3066,green
1659715200000,23076.8711,22781.5859,green
1659729600000,23080.9766,22786.3359,green
1659744000000,23086.8926,22790.6387,green
1659758400000,23088.5176,22792.0879,green
1659772800000,23090.4316,22794.0566,green
1659787200000,23092.543,22795.7402,green
1659801600000,23094.582,22799.2324,green
1659816000000,23091.2129,22801.2598,green
1659830400000,23084.7188,22802.7695,green
1659844800000,23082.6855,22803.4688,green
1659859200000,23078.457,22805.0254,green
1659873600000,23077.4844,22808.6289,green
1659888000000,23081.8633,22812.5762,green
1659902400000,23090.9336,22817.9219,green
1659916800000,23098.9512,22821.6465,green
1659931200000,23167.8809,22841.2324,green
1659945600000,23289.6855,22874.8281,green
1659960000000,23400.4844,22911.7695,green
1659974400000,23433.9922,22925.9434,green
1659988800000,23468.1582,22942.3145,green
1660003200000,23482.8223,22950.8809,green
1660017600000,23500.8457,22960.1816,green
1660032000000,23491.3164,22976.1426,green
1660046400000,23428.25,22979.7871,green
1660060800000,23403.8008,22980.832,green
1660075200000,23393.0098,22982.5273,green
1660089600000,23327.2832,22978.418,green
1660104000000,23310.3594,22977.957,green
1660118400000,23295.0234,22979.8066,green
1660132800000,23409.873,23035.0176,green
1660147200000,23443.6992,23055.8652,green
1660161600000,23492.8438,23081.0391,green
1660176000000,23564.1914,23113.332,green
1660190400000,23648.0566,23150.1172,green
1660204800000,23689.8945,23168.9668,green
1660219200000,23816.1191,23231.8652,green
1660233600000,23846.875,23254.0762,green
1660248000000,23858.7578,23268.4805,green
1660262400000,23864.1094,23279.877,green
1660276800000,23866.3438,23284.2656,green
1660291200000,23860.2656,23295.1934,green
1660305600000,23861.0391,23304.9648,green
1660320000000,23877.3418,23318.8125,green
1660334400000,23906.3613,23337.3809,green
1660348800000,23966.2578,23366.3633,green
1660363200000,24012.8848,23389.8125,green
1660377600000,24043.5625,23409.6543,green
1660392000000,24064.0859,23423.1738,green
1660406400000,24077.7422,23432.7383,green
1660420800000,24089.5156,23441.1016,green
1660435200000,24108.1035,23452.4961,green
1660449600000,24165.5762,23479.6953,green
1660464000000,24197.6191,23498.4902,green
1660478400000,24209.7793,23508.2422,green
1660492800000,24220.0098,23526.375,green
1660507200000,24223.6855,23535.3652,green
1660521600000,24309.8984,23586.2363,green
1660536000000,24309.4512,23614.5938,green
1660550400000,24289.0645,23624.791,green
1660564800000,24277.4434,23633.7168,green
1660579200000,24261.8652,23641.7109,green
1660593600000,24241.084,23649.2754,green
1660608000000,24227.6387,23657.002,green
1660622400000,24216.3809,23661.3066,green
1660636800000,24210.1816,23664.6777,green
1660651200000,24168.3281,23671.4336,green
1660665600000,24142.6895,23676.5293,green
1660680000000,24134.3809,23678.1797,green
1660694400000,24124.9746,23681.9844,green
1660708800000,24102.7207,23694.793,green
1660723200000,24083.1797,23695.9062,green
1660737600000,23991.1699,23686.3926,green
1660752000000,23931.2324,23677.5527,green
1660766400000,23902.7305,23672.7324,green
1660780800000,23888.4102,23670.6367,green
1660795200000,23874.7344,23668.6133,green
1660809600000,23857.9941,23666.5469,green
1660824000000,23833.4961,23663.3379,green
1660838400000,23803.3223,23658.4395,green
1660852800000,23766.3203,23651.6934,green
1660867200000,23662.7812,23628.8555,green
1660881600000,23255.4355,23511.7363,red
1660896000000,22970.0078,23408.627,red
1660910400000,22846.3223,23358.8457,red
1660924800000,22737.623,23313.25,red
1660939200000,22474.9766,23198.6426,red
1660953600000,22371.8379,23148.0566,red
1660968000000,22317.4863,23118.9824,red
1660982400000,22277.7969,23097.9766,red
1660996800000,22239.7617,23077.4336,red
1661011200000,22159.4062,23036.4434,red
1661025600000,22064.5488,22986.1816,red
1661040000000,22026.5059,22963.4004,red
1661054400000,21995.6309,22945.1914,red
1661068800000,21947.9219,22909.4844,red
1661083200000,21923.3652,22890.2266,red
1661097600000,21909.4883,22878.959,red
1661112000000,21860.9336,22831.8438,red
1661126400000,21842.4727,22815.7539,red
1661140800000,21799.4766,22786.8887,red
1661155200000,21732.4609,22741.0664,red
1661169600000,21694.4023,22706.3516,red
1661184000000,21648.4277,22668.7305,red
1661198400000,21630.0176,22650.291,red
1661212800000,21614.7168,22633.8926,red
1661227200000,21576.877,22601.5254,red
1661241600000,21562.6035,22571.7793,red
1661256000000,21554.7559,22542.3008,red
1661270400000,21551.0566,22528.3223,red
1661284800000,21550.0215,22518.918,red
1661299200000,21534.1445,22498.5703,red
1661313600000,21519.9199,22477.207,red
1661328000000,21513.4375,22464.3027,red
1661342400000,21514.916,22447.9902,red
1661356800000,21534.1133,22431.5586,red
1661371200000,21530.7031,22415.1133,red
1661385600000,21526.0859,22400.0508,red
1661400000000,21532.4375,22390.082,red
1661414400000,21539.4844,22383.502,red
1661428800000,21543.9766,22369.582,red
1661443200000,21544.0469,22356.3906,red
1661457600000,21545.002,22351.0488,red
1661472000000,21543.7871,22342.8652,red
1661486400000,21535.748,22328.2012,red
1661500800000,21503.5742,22300.9355,red
1661515200000,21339.6816,22152.7266,red
1661529600000,21273.6406,22107.2285,red
1661544000000,21193.4746,22058.7344,red
1661558400000,21158.4785,22038.3418,red
1661572800000,21087.875,21998.2012,red
1661587200000,21064.8418,21984.6016,red
1661601600000,20972.7988,21934.3652,red
1661616000000,20925.2129,21907.6113,red
1661630400000,20892.3262,21888.9609,red
1661644800000,20853.7559,21866.6641,red
1661659200000,20832.4238,21854.4434,red
1661673600000,20801.8457,21837.1465,red
1661688000000,20734.209,21799.4258,red
1661702400000,20697.6504,21776.9258,red
1661716800000,20585.7578,21717.2988,red
1661731200000,20521.207,21677.2598,red
1661745600000,20485.5234,21652.8379,red
1661760000000,20459.3184,21635.0449,red
1661774400000,20396.4043,21554.4355,red
1661788800000,20382.0254,21527.5469,red
1661803200000,20376.8379,21515.8848,red
1661817600000,20371.1816,21504.3652,red
1661832000000,20374.3027,21484.8496,red
1661846400000,20375.4961,21474.3301,red
1661860800000,20294.8477,21397.5176,red
1661875200000,20226.4297,21328.916,red
1661889600000,20200.7422,21299.2461,red
1661904000000,20201.6953,21275.4004,red
1661918400000,20207.1914,21259.9805,red
1661932800000,20210.623,21243.8594,red
1661947200000,20202.2754,21205.5898,red
1661961600000,20196.8555,21180.5625,red
1661976000000,20192.6816,21168.1777,red
1661990400000,20182,21146.5469,red
1662004800000,20165.6348,21125.2832,red
1662019200000,20156.8242,21109.207,red
1662033600000,20115.582,21063.6035,red
1662048000000,20079.5039,21023.9023,red
1662062400000,20077.3652,21005.8027,red
1662076800000,20079.0215,20993.9258,red
1662091200000,20081.043,20986.2656,red
1662105600000,20080.6895,20978.0449,red
1662120000000,20111.5938,20944.1426,red
1662134400000,20095.9551,20903.9121,red
1662148800000,20091.1484,20895.4141,red
1662163200000,20086.8652,20888.2539,red
1662177600000,20079.375,20879.9102,red
1662192000000,20066.7285,20867.7051,red
1662206400000,20055.9336,20857.1875,red
1662220800000,20037.918,20842.125,red
1662235200000,20030.2324,20834.7617,red
1662249600000,20023.9883,20828.8184,red
1662264000000,20010.0859,20818.6426,red
1662278400000,19993.3672,20803.3086,red
1662292800000,19975.6523,20784.0566,red
1662307200000,19966.0723,20768.9375,red
1662321600000,19964.2227,20756.8047,red
1662336000000,19960.543,20744.1504,red
1662350400000,19948.0488,20730.1855,red
1662364800000,19934.6055,20717.9883,red
1662379200000,19925.2598,20702.623,red
1662393600000,19914.041,20689.1445,red
1662408000000,19908.3164,20681.1816,red
1662422400000,19901.0059,20648.1055,red
1662436800000,19898.0137,20636.4609,red
1662451200000,19900.0469,20621.8652,red
1662465600000,19889.5449,20597.418,red
1662480000000,19669.5605,20472.8848,red
1662494400000,19597.207,20431.3613,red
1662508800000,19510.7402,20381.9277,red
1662523200000,19482.6523,20364.2988,red
1662537600000,19456.4355,20347.9922,red
