ts_ms,research_source_1_ang_mtm_3
1745078400000,-0.654093444
1745092800000,-0.801343262
1745107200000,-0.167369843
1745121600000,-1.74728525
1745136000000,-4.50165701
1745150400000,-3.73196149
1745164800000,-0.405356079
1745179200000,4.54801035
1745193600000,8.3286314
1745208000000,7.42019653
1745222400000,3.39670825
1745236800000,0.331954956
1745251200000,-2.45088696
1745265600000,-0.363901764
1745280000000,-1.04631805
1745294400000,1.83935034
1745308800000,1.89449823
1745323200000,3.53469586
1745337600000,3.43798828
1745352000000,4.58252954
1745366400000,0.778025329
1745380800000,0.980239868
1745395200000,-2.36552691
1745409600000,-2.20070386
1745424000000,-2.53309894
1745438400000,-0.344065338
1745452800000,-2.62840533
1745467200000,-4.1257453
1745481600000,-3.75451922
1745496000000,0.211359665
1745510400000,1.87274683
1745524800000,1.85506952
1745539200000,-1.02259314
1745553600000,-0.766248047
1745568000000,-0.221048996
1745582400000,2.39172101
1745596800000,1.94312036
1745611200000,-1.18027246
1745625600000,-1.64684045
1745640000000,-2.49194336
1745654400000,-1.81515634
1745668800000,-1.48522437
1745683200000,-1.13663483
1745697600000,0.821338654
1745712000000,-1.17839432
1745726400000,-1.33983099
1745740800000,-2.46765637
1745755200000,-0.932788849
1745769600000,0.88576889
1745784000000,-1.12208307
1745798400000,-0.777133942
1745812800000,0.0407892875
1745827200000,3.91709638
1745841600000,-1.00912225
1745856000000,-1.20566046
1745870400000,-2.16193652
1745884800000,1.47320306
1745899200000,0.0190226231
1745913600000,0.100139618
1745928000000,0.15049617
1745942400000,0.610429108
1745956800000,-2.84765506
1745971200000,-0.179765061
1745985600000,-2.27738833
1746000000000,1.92229843
1746014400000,-2.64702868
1746028800000,-1.27822363
1746043200000,-2.46349978
1746057600000,1.8250376
1746072000000,2.10546494
1746086400000,4.38939524
1746100800000,4.10686111
1746115200000,2.45736957
1746129600000,0.0185317993
1746144000000,-0.0601247139
1746158400000,-1.21852875
1746172800000,-0.0245068874
1746187200000,-0.480967194
1746201600000,0.541619599
1746216000000,-0.640034974
1746230400000,-2.9543469
1746244800000,-1.79127371
1746259200000,-2.83508945
1746273600000,0.0149892168
1746288000000,-0.1173172
1746302400000,-0.461718231
1746316800000,-2.13802457
1746331200000,-1.49208701
1746345600000,-1.46805191
1746360000000,-0.777989686
1746374400000,-0.825689971
1746388800000,-2.90813708
1746403200000,-3.61226392
1746417600000,-1.48687363
1746432000000,0.410232544
1746446400000,0.295035034
1746460800000,-0.324919373
1746475200000,2.5678215
1746489600000,2.43678021
1746504000000,0.360239655
1746518400000,-2.31111026
1746532800000,0.867618561
1746547200000,2.21338391
1746561600000,7.75784922
1746576000000,4.39092016
1746590400000,4.07816935
1746604800000,0.0479443856
1746619200000,0.71758014
1746633600000,-2.54630661
1746648000000,-0.777160645
1746662400000,2.67425799
1746676800000,5.19169855
1746691200000,3.55739856
1746705600000,1.88182831
1746720000000,2.24822998
1746734400000,3.56152344
1746748800000,-0.177248642
1746763200000,0.261398315
1746777600000,-3.01698303
1746792000000,-0.924725831
1746806400000,-1.58277643
1746820800000,-0.422513336
1746835200000,-0.00247955322
1746849600000,0.270851135
1746864000000,-0.0717646256
1746878400000,-1.22829437
1746892800000,-1.75668848
1746907200000,1.21014404
1746921600000,-0.228886917
1746936000000,-1.86019003
1746950400000,-2.21490741
1746964800000,-1.17905676
1746979200000,0.848092377
1746993600000,-1.67463303
1747008000000,-0.400311798
1747022400000,-0.26088205
1747036800000,-1.46078491
1747051200000,-4.33750772
1747065600000,-6.20220709
1747080000000,-2.23502088
1747094400000,-1.34179056
1747108800000,1.67347205
1747123200000,1.49790192
1747137600000,3.42174268
1747152000000,3.36655807
1747166400000,0.16999054
1747180800000,-0.89551419
1747195200000,-2.32006717
1747209600000,-0.442127228
1747224000000,-0.283487946
1747238400000,-0.933082581
1747252800000,-0.971144378
1747267200000,-1.70680237
1747281600000,-3.12081146
1747296000000,-2.13076401
1747310400000,1.3925209
1747324800000,2.96280789
1747339200000,2.84169507
1747353600000,1.50376892
1747368000000,0.96138382
1747382400000,-0.394151062
1747396800000,0.239275619
1747411200000,0.624743164
1747425600000,-0.841000855
1747440000000,-1.89187109
1747454400000,-1.65436304
1747468800000,-1.34891641
1747483200000,-1.51684952
1747497600000,-0.653657258
1747512000000,0.485075623
1747526400000,1.13275778
1747540800000,2.47719073
1747555200000,2.14960098
1747569600000,5.71622467
1747584000000,-1.20065439
1747598400000,3.53548694
1747612800000,-5.9928093
1747627200000,-1.6422081
1747641600000,-6.35670853
1747656000000,1.85098398
1747670400000,3.32278323
1747684800000,3.82314801
1747699200000,1.25341666
1747713600000,-1.06603754
1747728000000,-0.858656585
1747742400000,-0.880092621
1747756800000,2.96324158
1747771200000,2.23971438
1747785600000,2.04714704
1747800000000,-1.22329843
1747814400000,-0.737305939
1747828800000,2.55802917
1747843200000,2.45193362
1747857600000,3.52502704
1747872000000,2.05387115
1747886400000,1.33864343
1747900800000,0.0311660767
1747915200000,-1.49567413
1747929600000,-0.148488358
1747944000000,0.581207275
1747958400000,-1.31744897
1747972800000,-1.93456018
1747987200000,-6.06710196
1748001600000,-4.73652411
1748016000000,-4.30127096
1748030400000,-3.22091675
1748044800000,-1.04256058
1748059200000,-1.82949698
1748073600000,3.26917768
1748088000000,0.919993103
1748102400000,2.18882251
1748116800000,-2.47209167
1748131200000,-1.40967178
1748145600000,-2.21351123
1748160000000,-0.79524231
1748174400000,-1.90025079
1748188800000,0.426990509
1748203200000,3.40404391
1748217600000,4.88467789
1748232000000,4.0469842
1748246400000,0.982582092
1748260800000,0.325936645
1748275200000,-2.28007889
1748289600000,-0.974198639
1748304000000,-2.51373553
1748318400000,0.576568604
1748332800000,0.147204086
1748347200000,2.3697536
1748361600000,0.504201233
1748376000000,-1.80022812
1748390400000,-2.9546597
1748404800000,-2.43784595
1748419200000,-0.125330612
1748433600000,-3.69019198
1748448000000,-3.86377335
1748462400000,-1.74228156
1748476800000,2.60365939
1748491200000,2.55866742
1748505600000,2.46596909
1748520000000,-1.64053214
1748534400000,-3.16736984
1748548800000,-5.56036901
1748563200000,-0.950303376
1748577600000,-0.408762604
1748592000000,1.7803179
1748606400000,0.0822461471
1748620800000,0.178957626
1748635200000,-2.55245972
1748649600000,-2.43290901
1748664000000,-0.91346997
1748678400000,-0.495543808
1748692800000,2.78809667
1748707200000,2.91218305
1748721600000,3.08762431
1748736000000,-0.231161758
1748750400000,-0.790405273
1748764800000,-1.00585306
1748779200000,1.38013589
1748793600000,2.74786377
1748808000000,4.49707794
1748822400000,0.600561798
1748836800000,0.85557431
1748851200000,-3.29904294
1748865600000,-0.32868576
1748880000000,-1.81250763
1748894400000,4.28926325
1748908800000,2.48106003
1748923200000,1.80511093
1748937600000,-1.2094574
1748952000000,2.28645825
1748966400000,2.0790596
1748980800000,-0.130845383
1748995200000,-2.54483676
1749009600000,-2.11765552
1749024000000,-0.683564484
1749038400000,-0.561032593
1749052800000,-0.969820678
1749067200000,-1.04324472
1749081600000,-0.437689453
1749096000000,-0.806270599
1749110400000,0.673882782
1749124800000,-1.10512412
1749139200000,-4.63462019
1749153600000,-6.01886559
1749168000000,-2.40214801
1749182400000,3.97634959
1749196800000,6.22048759
1749211200000,5.58587027
1749225600000,2.33901596
1749240000000,0.726556122
1749254400000,-0.37898764
1749268800000,1.29432046
1749283200000,1.62659836
1749297600000,1.33322144
1749312000000,1.6364466
1749326400000,0.720765412
1749340800000,-0.345156342
1749355200000,-0.850517273
1749369600000,0.231759384
1749384000000,1.16621149
1749398400000,2.10791397
1749412800000,-0.480304718
1749427200000,-1.47682059
1749441600000,-2.47603226
1749456000000,4.24901342
1749470400000,4.14128494
1749484800000,5.8494072
1749499200000,2.94829059
1749513600000,1.21301019
1749528000000,-1.21945441
1749542400000,-2.68032575
1749556800000,-2.09605145
1749571200000,-0.356371552
1749585600000,0.191108704
1749600000000,0.160881042
1749614400000,-1.34115982
1749628800000,-2.95087814
1749643200000,-0.435911804
1749657600000,-2.41431308
1749672000000,-2.07297134
1749686400000,-4.88730001
1749700800000,-2.730793
1749715200000,-3.99135089
1749729600000,-1.76239395
1749744000000,-1.64105737
1749758400000,-2.2881
1749772800000,-4.55152512
1749787200000,-2.47462726
1749801600000,0.0787480697
1749816000000,3.16143298
1749830400000,0.937997162
1749844800000,3.11016202
1749859200000,0.416636139
1749873600000,0.701661408
1749888000000,-1.82216263
1749902400000,-0.747193635
1749916800000,-0.812306702
1749931200000,1.45001733
1749945600000,2.153862
1749960000000,2.40254474
1749974400000,-1.04206336
1749988800000,0.593462646
1750003200000,-0.0190391541
1750017600000,2.02692032
1750032000000,1.17272055
1750046400000,4.78207922
1750060800000,3.3777554
1750075200000,3.59377933
1750089600000,2.93245959
1750104000000,-1.49715424
1750118400000,-1.28993094
1750132800000,-5.29328918
1750147200000,-2.43816638
1750161600000,-5.97766495
1750176000000,-3.29244113
1750190400000,-1.39215851
1750204800000,2.02353406
1750219200000,0.78219223
1750233600000,0.743052185
1750248000000,-0.649304688
1750262400000,-2.08406186
1750276800000,0.727086365
1750291200000,1.26263297
1750305600000,2.16498184
1750320000000,-0.0916748047
1750334400000,-1.87347162
1750348800000,-0.555496216
1750363200000,0.142152146
1750377600000,1.3580488
1750392000000,3.83276248
1750406400000,3.14142728
1750420800000,-0.641877472
1750435200000,-5.04270792
1750449600000,-5.44684744
1750464000000,-0.994580567
1750478400000,0.432304382
1750492800000,1.64722693
1750507200000,0.461989075
1750521600000,-1.90572226
1750536000000,-3.24578094
1750550400000,-1.82853448
1750564800000,0.803722382
1750579200000,1.90614569
1750593600000,-4.07673788
1750608000000,-4.30794954
1750622400000,-0.232888535
1750636800000,5.34385681
1750651200000,6.93969297
1750665600000,0.957991302
1750680000000,0.919572175
1750694400000,2.47699237
1750708800000,6.39111328
1750723200000,5.29481125
1750737600000,2.20471954
1750752000000,-0.433489472
1750766400000,0.409386963
1750780800000,0.924151123
1750795200000,1.26371896
1750809600000,1.41446054
1750824000000,1.38777792
1750838400000,1.55487192
1750852800000,0.851659119
1750867200000,1.30815375
1750881600000,-0.703646362
1750896000000,0.512306213
1750910400000,-0.585792542
1750924800000,-0.921017945
1750939200000,-1.83081186
1750953600000,-1.29667664
1750968000000,-1.4944967
1750982400000,-0.326309204
1750996800000,-2.54180145
1751011200000,-0.533400238
1751025600000,-0.820346832
1751040000000,-0.650309265
1751054400000,-0.258187622
1751068800000,-0.420836121
1751083200000,1.72887802
1751097600000,0.641741455
1751112000000,0.298053741
1751126400000,-1.19260156
1751140800000,-0.4955419
1751155200000,-1.09054947
1751169600000,0.483751923
1751184000000,3.22529864
1751198400000,0.664105713
1751212800000,-1.21417749
1751227200000,-1.82522833
1751241600000,1.49589026
1751256000000,-0.265048981
1751270400000,-2.52598453
1751284800000,-3.19581103
1751299200000,0.308321625
1751313600000,-1.81112802
1751328000000,-1.31524909
1751342400000,-1.93248367
1751356800000,-1.71813834
1751371200000,-3.6701138
1751385600000,-4.85889816
1751400000000,-1.90904236
1751414400000,1.77522027
1751428800000,5.9031105
1751443200000,5.81550074
1751457600000,6.71015167
1751472000000,5.48066568
1751486400000,1.86097586
1751500800000,-1.51122284
1751515200000,-1.89957047
1751529600000,1.16062927
1751544000000,0.278441101
1751558400000,0.356180817
1751572800000,-0.832738221
1751587200000,-0.436369568
1751601600000,-3.17993045
1751616000000,-2.0930202
1751630400000,-4.28273773
1751644800000,-3.03505826
1751659200000,-2.15700412
1751673600000,1.50727594
1751688000000,1.42949295
1751702400000,0.331921905
1751716800000,-0.298386902
1751731200000,0.324020386
1751745600000,0.300945282
1751760000000,-0.0889612809
1751774400000,-0.417823792
1751788800000,-0.380882263
1751803200000,3.11009598
1751817600000,1.56602347
1751832000000,3.44760633
1751846400000,1.06124246
1751860800000,1.1556015
1751875200000,-2.49536133
1751889600000,-4.25414515
1751904000000,-3.67468762
1751918400000,-1.31069815
1751932800000,-1.35520172
1751947200000,1.71754587
1751961600000,1.85816574
1751976000000,1.36191559
1751990400000,0.880550385
1752004800000,0.412719727
1752019200000,0.150400802
1752033600000,-0.411783844
1752048000000,0.196477249
1752062400000,2.21574283
1752076800000,6.63711691
1752091200000,3.91011548
1752105600000,3.27567029
1752120000000,-1.94989264
1752134400000,-1.05345917
1752148800000,0.302546173
1752163200000,2.74726868
1752177600000,5.77826691
1752192000000,5.58024073
1752206400000,3.23432159
1752220800000,1.0906626
1752235200000,-2.11006665
1752249600000,-1.66868591
1752264000000,-3.29836011
1752278400000,-0.433054596
1752292800000,-1.42446899
1752307200000,0.166292831
1752321600000,-2.0868938
1752336000000,-1.43315887
1752350400000,-1.92886603
1752364800000,0.587483704
1752379200000,0.338859558
1752393600000,0.888832092
1752408000000,1.24904883
1752422400000,1.26537836
1752436800000,1.23319495
1752451200000,2.19453692
1752465600000,3.24018097
1752480000000,-0.574195862
1752494400000,-6.08398676
1752508800000,-7.33814001
1752523200000,-3.81692386
1752537600000,-5.04356623
1752552000000,-5.7463212
1752566400000,-4.97947311
1752580800000,-1.13887274
1752595200000,-0.490331024
1752609600000,1.26970673
1752624000000,1.94935477
1752638400000,3.08373523
1752652800000,1.61533105
1752667200000,2.55297852
1752681600000,1.67049158
1752696000000,-0.574918091
1752710400000,-2.2349968
1752724800000,-2.10811734
1752739200000,-1.44705713
1752753600000,1.50465643
1752768000000,1.21465552
1752782400000,2.34287
1752796800000,2.42603421
1752811200000,0.0739046708
1752825600000,-0.76170224
