ts_ms,horizontal_range,hr_start,hr_end,hor_upper,hor_lower,uptrend,uptrend_start,uptrend_end,downtrend,downtrend_start,downtrend_end,hr_uptrend,hr_downtrend,hr_start_marker,hr_end_marker,uptrend_start_marker,uptrend_end_marker,downtrend_start_marker,downtrend_end_marker,hr_breakout_attempt,hr_pending_breakout,hr_breakout_confirmed,hr_false_breakout,hr_reclaim,hr_break_direction,hr_break_extreme,hr_reclaim_marker
1544515200000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544529600000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544544000000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544558400000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544572800000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544587200000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544601600000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544616000000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544630400000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544644800000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544659200000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544673600000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544688000000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544702400000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544716800000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544731200000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544745600000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544760000000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544774400000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544788800000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544803200000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544817600000,true,false,false,3653.2605,3152.89941,true,true,false,true,false,true,true,true,,,3130.5,,,3130.5,false,false,false,false,false,,,
1544832000000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544846400000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544860800000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544875200000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,true,true,false,false,false,-1,3114.5,
1544889600000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,true,true,-1,3114.5,3169
1544904000000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544918400000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544932800000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544947200000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544961600000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544976000000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1544990400000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545004800000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545019200000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545033600000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545048000000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545062400000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
